,scan,precursormz,totalIonCurrent,injectTime,scanTime
1,14544,505.759307861328,1036308.25,22.0,35.521116014133
2,14546,505.759307861328,920109.8125,530.299987792969,35.52487043625
3,14548,505.759307861328,835992.75,597.270263671875,35.537230443467
4,14550,505.759307861328,834913.3125,657.367248535156,35.5508387368
5,14552,505.759307861328,874530.875,658.217163085938,35.565475638933
6,14554,505.759307861328,903211.625,628.39892578125,35.5801182272
7,14556,505.759307861328,883686.4375,608.444641113281,35.594089148517
8,14558,505.759307861328,875444.6875,621.888305664063,35.607743730917
9,14560,505.759307861328,860217.75,627.742980957031,35.621616036017
10,14562,505.759307861328,896326.0625,638.854797363281,35.635623333317
11,14564,505.759307861328,897655.9375,613.11865234375,35.649781377333
12,14566,505.759307861328,967008.875,612.210327148438,35.6635430344
13,14568,505.759307861328,950737.0,568.30322265625,35.6770815632
14,14570,505.759307861328,1023695.5,578.029724121094,35.690227099733
15,14572,505.759307861328,996635.5,536.833679199219,35.703452906933
16,14574,505.759307861328,1001275.0625,551.409484863281,35.716113322417
17,14576,505.759307861328,1014012.125,548.854431152344,35.728875956267
18,14578,505.759307861328,1021571.5625,541.960205078125,35.7413546288
19,14580,505.759307861328,995474.4375,537.949829101563,35.754057607717
20,14582,505.759307861328,985113.3125,552.052612304688,35.766398494133
21,14584,505.759307861328,958766.6875,557.858947753906,35.778941157867
22,14586,505.759307861328,958840.25,573.188720703125,35.791569944267
23,14588,505.759307861328,893437.375,573.144714355469,35.804657958133
24,14590,505.759307861328,906022.6875,615.101013183594,35.817713741333
25,14592,505.759307861328,846112.625,606.556823730469,35.831502348783
26,14594,505.759307861328,896909.6875,649.504821777344,35.844944838933
27,14596,505.759307861328,902820.625,612.7197265625,35.8591035176
28,14598,505.759307861328,815983.0,608.708129882813,35.872682485333
29,14600,505.759307861328,793143.0625,673.487365722656,35.886334526667
30,14602,505.759307861328,796059.8125,692.881591796875,35.90109665545
31,14604,505.759307861328,768221.375,690.342895507813,35.915986899183
32,14606,505.759307861328,755065.5,715.359252929688,35.931033768267
33,14608,505.759307861328,759661.4375,727.823303222656,35.946294510933
34,14610,505.759307861328,754954.9375,723.419982910156,35.961801975983
35,14612,505.759307861328,714669.4375,727.929870605469,35.977365855983
36,14614,505.759307861328,764846.375,768.962829589844,35.992969777067
37,14616,505.759307861328,768418.6875,718.515869140625,36.00931504
38,14618,505.759307861328,771512.125,715.175537109375,36.024798424283
39,14620,505.759307861328,792771.375,712.307983398438,36.040088693067
40,14622,505.759307861328,796330.0625,693.206481933594,36.055294635733
41,14624,505.759307861328,871376.8125,690.108642578125,36.070209110667
42,14626,505.759307861328,774854.5625,630.673461914063,36.08504876455
43,14628,505.759307861328,793518.5,709.2353515625,36.09892926585
44,14630,505.759307861328,777693.1875,692.553771972656,36.114252004517
45,14632,505.759307861328,757820.0625,706.646606445313,36.129338462383
46,14634,505.759307861328,740042.75,725.177734375,36.14445767225
47,14636,505.759307861328,702599.5,742.597961425781,36.159882664267
48,14638,505.759307861328,691628.875,782.1728515625,36.1757994584
49,14640,505.759307861328,698657.9375,794.579650878906,36.192356515717
50,14642,505.759307861328,698072.625,786.585571289063,36.208971684267
51,14644,505.759307861328,676649.125,787.2451171875,36.225421543467
52,14646,505.759307861328,659526.5,812.170166015625,36.2420802168
53,14648,505.759307861328,660766.1875,833.255737304688,36.258953201067
54,14650,505.759307861328,649507.625,831.692443847656,36.276357905333
55,14652,505.759307861328,669731.1875,846.109008789063,36.293724450133
56,14654,505.759307861328,653297.4375,820.559448242188,36.311191359467
57,14656,505.759307861328,649043.5625,841.20068359375,36.328407698383
58,14658,505.759307861328,617125.875,846.713989257813,36.345793339467
59,14660,505.759307861328,607280.0,890.505920410156,36.363609298383
